#{"t_start": 1662481996.0683582, "env_id": null}
r,l,t,is_success-64.96438,22,16.828618,False
-14.888887,5,21.229396,False
-111.926636,15,26.052861,False
-54.81552,13,30.715831,False
-104.25997,22,35.983535,False
-18.666662,10,40.01369,False
-66.89102,23,45.198232,False
-5.7065344,12,49.518803,False
-14.0,3,53.387686,False
-78.335464,20,59.486196,False
-107.14886,23,64.599401,False
-143.12505,37,70.663975,False
-17.926632,8,74.853023,False
-25.70441,17,79.511011,False
-45.03775,12,84.134905,False
-27.444437,8,88.230302,False
-19.777775,9,93.728489,False
-57.03775,10,98.218301,False
-18.888887,7,102.238483,False
-20.51993,18,107.474671,False
-16.0,4,111.607876,False
-24.0,8,115.411027,False
-14.002129,9,119.588712,False
-16.0,4,123.366057,False
-65.926636,13,128.085297,False
-20.666662,11,132.23706,False
-14.0,3,136.003556,False
-19.777775,9,140.384802,False
-11.779903,12,144.700971,False
-28.0,10,148.868765,False
-87.37106,18,154.931508,False
-133.11324,20,160.245356,False
-13.926632,6,164.39299,False
-14.0,3,168.506328,False
-18.0,5,172.435187,False
-25.037748,6,176.742349,False
-11.853268,9,181.088868,False
-16.0,4,185.028893,False
-39.444435,9,189.185939,False
-12.888887,4,193.628248,False
-14.0,3,197.584279,False
-18.0,5,201.324301,False
-22.0,7,205.657167,False
-14.0,3,209.511267,False
-12.815519,7,213.402731,False
-14.0,3,217.33938,False
-16.0,4,221.218019,False
-11.926632,5,225.500137,False
-27.444437,7,229.581193,False
-14.0,3,233.724504,False
-37.03775,9,239.612729,False
-18.888887,7,243.995992,False
-11.926632,6,248.704688,False
